소재지전체주소,도로명전체주소,사업장명,의료기관종별명,의료인수,입원실수,병상수,진료과목내용명
,전라남도 광양시 광양읍 대림오성로 63-0,탑요양병원,요양병원(일반요양병원),4,47,80,
,"서울특별시 관악구 남부순환로 1814, 대연빌딩 1,2,6층 (봉천동)",미올한방병원,한방병원,19,20,47,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"서울특별시 영등포구 도림로 144, 88월드타워 6, 7층 (대림동)",영등포봄한방병원,한방병원,11,23,66,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"경상남도 양산시 물금읍 부산대학로 130, 3,4,6,7,9층 5층일부호",힘나는병원,병원,39,24,78,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과"
충청북도 청주시 흥덕구 송정동 329-4 청주산업단지 비즈니스센터 4호,"충청북도 청주시 흥덕구 대신로 132, 청주산업단지 비즈니스센터 2,3층 (송정동)",서울좋은치과병원,치과병원,5,0,0,"구강악안면외과, 치과보철과, 치과교정과, 치과보존과, 통합치의학과"
광주광역시 서구 쌍촌동 908-6,"광주광역시 서구 운천로113번길 19-1, 지하~지상4층 (쌍촌동)",광주힐병원,병원,6,45,96,"내과, 이비인후과, 피부과, 가정의학과, 한방재활의학과"
,"충청남도 아산시 배방읍 희망로46번길 16, 지하1~4층, 지상2~6층,10층",삼성미즈병원,병원,20,49,72,"외과, 산부인과, 소아청소년과"
경상남도 창원시 마산회원구 내서읍 중리 924,경상남도 창원시 마산회원구 내서읍 함마대로 2694-72,성운요양병원,요양병원(일반요양병원),11,44,199,"내과, 소아청소년과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과"
경상남도 양산시 용당동 127-1,경상남도 양산시 탑골길 310(용당동),돌담 한방병원,한방병원,11,27,35,"외과, 한방내과, 침구과"
인천광역시 부평구 부평동 543-20 제이·원 부평메디피아,"인천광역시 부평구 부평대로51번길 7, 제이·원 부평메디피아 201호, 501호, 601호, 701호 (부평동)",청아한방병원,한방병원,5,14,50,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
서울특별시 송파구 가락동 2-5 재정빌딩,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",염창환병원,병원,23,14,32,"내과, 피부과, 재활의학과, 가정의학과"
"부산광역시 남구 대연동 73-15 스파크 4,5층","부산광역시 남구 수영로 305, 스파크 4,5층 (대연동)",부산더존한방병원,한방병원,12,17,51,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
"인천광역시 연수구 송도동 20-20 더 제니스, 4층 401호","인천광역시 연수구 신송로 154, 더 제니스 4층 401호 (송도동)",자양한방병원,한방병원,16,13,39,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 사상체질과, 침구과"
,"전라남도 여수시 둔덕2길 6-3 (미평동, (미평동))",여수중앙병원,병원,86,89,214,
부산광역시 연제구 연산동 700-4,부산광역시 연제구 월드컵대로 82(연산동),연산당당한방병원,한방병원,20,29,98,"내과, 신경과, 정형외과, 마취통증의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경기도 남양주시 화도읍 녹촌리 4-2,"경기도 남양주시 화도읍 경춘로 1872, 2~4층",삼성바른병원,병원,25,21,65,"내과, 정형외과, 신경외과, 영상의학과, 가정의학과"
인천광역시 계양구 작전동 863-3 영화빌딩,"인천광역시 계양구 계양대로 94, 영화빌딩 1, 3, 4, 5층 (작전동)",정성한방병원,한방병원,19,23,72,"마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
부산광역시 동래구 사직동 101-4,부산광역시 동래구 여고로 5(사직동),세인요양병원,요양병원(일반요양병원),49,82,286,"내과, 신경과, 신경외과, 재활의학과, 가정의학과, 한방내과"
충청남도 천안시 서북구 성성동 681,"충청남도 천안시 서북구 성성8로 2-15, 5,6,7층 (성성동)",예스365한방병원,한방병원,16,28,57,"정형외과, 신경외과, 비뇨의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경기도 화성시 서신면 송교리 348-4,경기도 화성시 서신면 해양공단로 24-3,의료법인 시몬의료재단 우리가병원,병원,15,15,37,"내과, 소아청소년과, 재활의학과, 가정의학과"
경기도 화성시 남양읍 남양리 2252-3,"경기도 화성시 남양읍 시청로 11, 1,3,4층 102~104, 107~112, 3,4층전체호",의료법인 신명진의료재단 퍼스트힐화성병원,병원,7,17,30,"내과, 신경과, 마취통증의학과, 재활의학과, 가정의학과"
경상남도 창원시 성산구 상남동 7-2,"경상남도 창원시 성산구 상남로 126, 세종엠필드 4-5층 (상남동)",명작한방병원,한방병원,17,28,83,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경기도 평택시 합정동 752-8 동호빌딩,"경기도 평택시 중앙로 128, 동호빌딩 (합정동)",평택한방병원,한방병원,13,21,41,"내과, 한방내과, 사상체질과, 침구과"
경기도 양주시 백석읍 기산리 317-5,경기도 양주시 백석읍 기산로471번길 1-13,송추요양병원,요양병원(일반요양병원),7,48,60,"내과, 신경과, 정형외과, 신경외과, 이비인후과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
대구광역시 달성군 현풍읍 중리 503,"대구광역시 달성군 현풍읍 테크노공원로 21, 2~6층",현풍요양병원,요양병원(일반요양병원),20,40,183,"내과, 신경과, 정형외과, 가정의학과, 한방내과, 침구과"
,"경기도 고양시 덕양구 지축1로 41, 5층~6층 401호~405호 (지축동)",여기한방병원,한방병원,5,20,62,"내과, 정형외과, 영상의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
부산광역시 부산진구 부전동 398-8,"부산광역시 부산진구 서면문화로 26, 3~4층 (부전동)",라인업치과병원,치과병원,3,0,0,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과"
,부산광역시 기장군 정관읍 정관중앙로 61,태흥당한방병원,한방병원,15,13,39,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
서울특별시 서대문구 홍은동 275-59 미도빌딩,"서울특별시 서대문구 모래내로 330, 미도빌딩 (홍은동)",신촌힐링요양병원,요양병원(일반요양병원),16,35,79,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 예방의학과, 한방내과, 한방신경정신과, 한방재활의학과"
부산광역시 사상구 감전동 168-1,부산광역시 사상구 낙동대로 1026(감전동),의료법인 나라의료재단 스마트나라요양병원,요양병원(일반요양병원),55,136,495,"내과, 재활의학과, 가정의학과, 한방내과"
대구광역시 서구 평리동 1335-18,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",뉴경대요양병원,요양병원(일반요양병원),40,52,271,"내과, 신경과, 정형외과, 산부인과, 안과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과"
경기도 의정부시 녹양동 317,경기도 의정부시 입석로70번길 66(녹양동),의료법인 해창의료재단 블루힐요양병원,요양병원(일반요양병원),8,14,71,"내과, 신경과, 외과, 정형외과, 신경외과, 비뇨의학과, 가정의학과"
경상남도 김해시 내동 1124-4,"경상남도 김해시 경원로55번길 12, 1층~5층,9층 (내동)",더프라임병원,병원,16,21,30,"내과, 산부인과, 소아청소년과"
,"경기도 김포시 전원로 11, 가든프라자 3,4,5(일부)층 (운양동)",김포한방병원,한방병원,20,16,58,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
광주광역시 북구 운암동 1059-4,"광주광역시 북구 북문대로 167, 3층 302호, 4, 5층 (운암동)",힘내라정형외과병원,병원,15,17,50,"정형외과, 마취통증의학과, 영상의학과"
,"경기도 수원시 권선구 호매실로90번길 76, 2~5층 (호매실동)",수원센텀병원,병원,79,53,202,"내과, 신경과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과"
,"서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)",연세우리병원,병원,19,13,42,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
,"부산광역시 강서구 명지오션시티4로 99, 3~10층 (명지동)",명지자연병원,병원,18,58,68,"내과, 정형외과, 피부과, 재활의학과, 한방내과, 한방안·이비인후·피부과, 한방재활의학과"
경기도 파주시 와동동 1423-2,"경기도 파주시 경의로 1204, 월드타워 10차 6,7,8층 (와동동)",달리자병원,병원,21,22,53,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과"
인천광역시 부평구 부평동 374-8 메타타워 2~6층,"인천광역시 부평구 주부토로 17, 메타타워 2~6층 (부평동)",플란치과병원,치과병원,2,0,0,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과"
"서울특별시 강동구 천호동 401-5 5층일부,6~7층","서울특별시 강동구 구천면로 233, 5층일부,6~7층 (천호동)",경희디에스한방병원,한방병원,3,16,47,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경기도 안양시 동안구 호계동 712,"경기도 안양시 동안구 엘에스로 37, 2~5층 (호계동)",시대병원,병원,8,11,37,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과, 가정의학과"
경기도 김포시 북변동 142-10,경기도 김포시 북변중로 127 (북변동),마디척병원,병원,20,16,43,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 영상의학과, 재활의학과"
경기도 파주시 와동동 1423-1,"경기도 파주시 경의로 1208, 2~4층 2층,301호-305호,404호-405호 (와동동)",서울선(SUN)치과병원,치과병원,10,0,0,"내과, 가정의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 예방치과, 통합치의학과"
서울특별시 동대문구 신설동 101-5,"서울특별시 동대문구 천호대로 3, 지하1,지상1~2층 (신설동)",365매일한방병원,한방병원,12,11,38,"외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경기도 하남시 망월동 1099-1 힐스테이트 미사역 그랑파사쥬(11-1BL),"경기도 하남시 미사강변중앙로 180, 3005~24, 3025-2, 3026~28, 3038~50 그랑파사쥬 3층 (망월동)",미사경희한방병원,한방병원,12,15,48,"신경외과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
